,city,population,latitude,longitude,activity_name,activity_description,ID
10,"Àger, Spain",600,42.0007934,0.7610053,Sortida cicloturista fins al Parc Astronòmic del Montsec amb visita del parc inclosa,Sortida cicloturista fins al Parc Astronòmic del Montsec amb visita al parc inclosa per tal de mostrar l'itinerari segur per arribar fins al parc de forma sostenible i saludable.,10
11,"Agramunt, Spain",5515,41.7871869,1.0979794,Quina és la classe més sostenible?,"Fomentem que els nens i nenes dels centres escolar vagin amb bicicleta o patinet al centre escolar, cada dia, cada classe ha de comptar quanta gent utilitza transports sostenibles, al final de setmana es mira quina ha sigut la classe més sostenible.",11
12,"Aiguaviva, Spain",758,41.9376629,2.7620863,Caminada o pedalada,Enguany es planificarà la realització d'una caminada o pelada per la via verda del municipi,12
13,"Alajeró, Spain",2026,28.0633564,-17.2378262,“La fragilización de las personas en el espacio público”,Empoderamiento de personas mayores y con movilidad reducida para moverse con seguridad en entornos urbanos.,13
14,"Alajeró, Spain",2026,28.0633564,-17.2378262,Exposición sobre Recuperación de Espacio Público,Muestra gráfica de actuaciones en el espacio público de ciudades pertenecientes a la Red de Ciudades que Caminan.,14
15,"Alajeró, Spain",2026,28.0633564,-17.2378262,"Ponencia Marco: ""Recuperar el Espacio Público: el Tamaño No Importa""","Ponente: Uxío Benítez, teniente alcalde de Tomiño (Pontevedra) y diputado provincial (2015-2023).
Debate moderado por Doña Ana Montalbán Navas y representantes de las ciudades y pueblos canarios miembros de la Red.",15
16,"Alajeró, Spain",2026,28.0633564,-17.2378262,| Caso Local: Proyecto de Transformación Urbana en Alajeró,"Presentación del proyecto de creación de zonas 20/30 con plataforma única de convivencia y prioridad peatonal en Playa Santiago, a cargo de Manuel Galván García, Ingeniero de caminos, canales y puertos.",16
17,"Alajeró, Spain",2026,28.0633564,-17.2378262,"Paseo, Reflexión y Propuesta","Paseo guiado por las intervenciones urbanas en Playa Santiago, Alajeró, con paradas para la reflexión conjunta.",17
18,"Albacete, Spain",172340,38.994349,-1.8585424,Paseo en Bici,Paseo ciclista para la promoción del uso de la bicicleta y de la movilidad sostenible.,18
19,"Albalat de la Ribera, Spain",3444,39.2018284,-0.3877848,Xarrada sobre la mobilitat sostenible i l'espai públic,"Xarrada al CEIP Ausiàs March d'Albalat de la Ribera per part dels agents de la Policia Local, on explicaran la importància d'una mobilitat sostenible i com compartir col·lectivament l'espai públic i garantir que totes i tots puguem moure'ns d'una manera segura i còmoda en un entorn agradable.",19
20,"Albesa, Spain",1558,41.752541,0.6595184,Caminada,No description available,20
21,"Alcalá de Henares, Spain",194000,40.4819791,-3.363542100000018,CURSO APRENDER A MONTAR EN BICICLETA,"Del lunes 16 al viernes 20 de septiembre  de 18:00 a 19:00 h en el Parque O´Donnell (Puerta “Casita del O´Donnell”). La actividad se realiza con inscripción previa y es obligatorio casco, protecciones y bicicleta propia.

Montar en bicicleta es un hito para los niños que refuerza su sensación de independencia y crecimiento.

Aprender a montar en bicicleta es normalmente una cuestión de ocio o juego, sin embargo, la bicicleta es una alternativa al actual sistema de transporte. Combate el cambio climático, no consume recursos naturales, ahorra tiempo en muchos casos y supone un beneficio económico directo ¿te lo has planteado? Además, montar en bicicleta es saludable, ecológico, divertido…, si quieres que tu hijo aprenda a través de este curso es una buena oportunidad.

El curso lo realizan los niños solos, guiados por un educador para la realización de ejercicios que les permiten guardar el equilibrio y propulsarse.",21
22,"Alcalá de Henares, Spain",194000,40.4819791,-3.363542100000018,RUTAS PEATONALES,"Dentro de las actividades ofertadas en el marco de la Semana Europea de la Movilidad, se realizaron itinerarios para recorrer las zonas verdes de la ciudad.",22
23,"Alcanar, Spain",9402,40.5430578,0.4767476,"Taller ""Experimenta la mobilitat elèctrica""",Alumnes de 2n ESO a l'institut IES sòl de riu d'Alcanar,23
24,"Alcanó, Spain",240,41.46955519999999,0.6298922,Compartim l'espai públic. Alcanó es mou,"Pacificar de trànsit l'entorn de la zona escolar del poble.
Planificar un dia per fer mesures de trànsit (col·locar senyals, pintar passos de vianants...)
Organitzarem una caminada per englobar totes aquestes mesures",24
25,"Alcoletge, Spain",3435,41.647636,0.694722,PEDALADA POPULAR,"Pedalada popular, para todos los públicos, por el término municipal de Alcoletge",25
26,"Alella, Spain",10110,41.4919653,2.2940817,"Els dimecres, sense cotxe a l'escola",Durant tota la setmana es vol sensibilitzar i promocionar els camins escolars qdels centres educatius i concretament el dimescres 16 de setembre es vol fer el dia sense cotxe,26
27,"Algeciras, Spain",121000,36.141153467893275,-5.456233000000005,DIA TRANSPORTE BUS URBANO GRATUITO,Bus urbano colectivo gratuito con objeto de fomentar modos de transporte menos contaminante,27
28,"Alguaire, Spain",3200,41.7294516,0.554149,PEDALADA PUPULAR,"Pedalada popular el dissabte dia 28 de setembre durant el matí.
Activitat familiar organitzada pel Club Ciclista Alguaire",28
29,"Alicante, Spain",332067,38.3459963,-0.4906855,Taller reparación bicicletas,"Durante los cinco días laborales de la SEM se instalará, en una plaza diferente cada día, dos carpas de dimensiones 3 x 3 m para albergar un taller para asesorar y reparar bicicletas. El taller estará abierto al público de 9:00 h a 14:00 h y de 17:00 h a 20:00 h. El taller dispondrá de un mecánico de bicicletas con experiencia.",29
30,"Alicante, Spain",332067,38.3459963,-0.4906855,Biciregistro,"El Biciregistro es un sistema informativo nacional de registro de bicicletas, propiedad de la Red de Ciudades por la Bicicleta. Se regalarán 100 kits de Biciregistro.",30
31,"Alicante, Spain",332067,38.3459963,-0.4906855,Taller de conducción de patinetes eléctricos,"Se impartirá un taller de conducción de patinetes eléctricos, con cinco jornadas, durante los cinco días laborables de la SEM, con una duración de tres horas cada jornada, en horario de 17:00 a 20:00 horas. El taller estará compuesto por una parte teórica de una hora y una parte práctica de dos horas.",31
32,"Alicante, Spain",332067,38.3459963,-0.4906855,Yincana Torres de la Huerta,"Se trata de una actividad familiar y se desarrollará en la zona de las Torres de la Huerta, con una duración de cuatro horas. Se trata de un juego, haciendo pequeñas pruebas de habilidad en las diferentes torres de la zona. Los participantes van de una torre a otra en bicicleta y vehículo de movilidad personal.",32
33,"Alicante, Spain",332067,38.3459963,-0.4906855,Ciclovía Litoral,"Consiste en cortar al tráfico general y habilitar para la circulación de bicicletas y vehículos de movilidad personal el tramo que discurre desde la Plaza Puerta del Mar hasta el cambio de sentido de la Rocafel-Adoc (en la Avda. Villajoyosa). Se trata de una actividad para la promoción de la bicicleta y el resto de la movilidad sostenible, no es competición, es una paseo ciclista, una actividad familiar.",33
34,"Almatret, Spain",305,41.3057999,0.4237121,Cursa els Tossals,Cursa i caminada pels tossals d'Almatret,34
35,"Almenar, Spain",25126,41.7970523,0.5680948000000399,Caminata popular,No description available,35
36,"Almería, Spain",200000,36.834047,-2.4637136,Marcha ciclista,Marcha ciclista para promocionar los carriles bici del municipio,36
37,"Altafulla, Spain",5800,41.1408587,1.3776889,Presentació senyalització Camins escolars,"S'ha realitzat un disseny en forma de ""línies de metro"" que uneixen els centres educatius del municipi amb altres punts de referència com el passeig de Botigues de Mar o la plaça del Pou on hi ha l'ajuntament i s'hi indica el temps aproximat de recorregut a peu entre els diferents punts per afavorir la mobilitat sostenible. Aquesta senyalització es donarà a conèixer durant la setmana de la mobilitat.",37
38,"Altafulla, Spain",5800,41.1408587,1.3776889,Presentació de l'avantprojecte de Remodelació de la Plaça Portalada,Durant el curs anterior s'ha dut a terme un procés participatiu perquè els alumnes de l'escola la Portalada fessin propostes de remodelació de part de la plaça que hi ha davant l'escola. Aquesta plaça estava destinada a aparcament i el curs passat se'n va tancar la meitat per fer-ne un espai sense cotxes a l'entrada de l'escola i que en poguessin gaudir els alumnes i les famílies (una de les mesures permanents que es va dur a terme la setmana de la mobilitat de l'any passat). A partir de les propostes presentades els serveis tècnics municipals han elaborat un avantprojecte de remodelació que es presentarà durant la setmana de la mobilitat,38
39,"Alzira, Spain",46421,39.1511854,-0.4333643,Mesa redonda sobre movilidad:  Moverse por la ciudad en tiempos  de emergencia climática,"Mesa redonda sobre movilidad:  Moverse por la ciudad en tiempos  de emergencia climática
(9-11 horas)",39
40,"Amer, Spain",2466,42.0104174,2.6028036,A l'escola a peu!,"Per la sensibilització i conscienciació ciutadana sobre els valors de la mobilitat sostenible, saludable i segura, a l'escola a peu!",40
41,"Ames, Spain",32190,42.9038027,-8.658367699999985,Marcha ciclista nocturna,"Ruta de 8km de longitud de fácil recorrido, ya que es una actividad pensada para disfrutar en familia.",41
42,"Ames, Spain",32190,42.9038027,-8.658367699999985,Xogos en bici,"Juegos populares en bici.
Se desarrolla en un circuito cerrado donde las monitoras proponen juegos tradicionales adaptados a la bicicleta.
Actividad para niños  y niñas desde 4 a 12 años",42
43,"Ames, Spain",32190,42.9038027,-8.658367699999985,DJ,"Una vez terminada la actividad ""Xogos en bici"" actuará un DJ",43
44,"Ames, Spain",32190,42.9038027,-8.658367699999985,Andaina O Milladoiro Bertamiráns,Caminata de 10 km aprox. pola senda verde que une los dos núcleos urbanos de Ames,44
45,"Amposta, Spain",21317,40.7067997,0.5801695,Activitats a les Escoles de la Població,No description available,45
46,"Argentona, Spain",12295,41.5531639,2.4008466000000226,Xerrada sobre la mobilitat elèctrica a càrrec de la cooperativa SOMMOBILITAT,No description available,46
47,"Arroyo del Ojanco, Spain",2288,38.3218279,-2.893882,taller movilidad sostenible,No description available,47
48,"Artesa de Lleida, Spain",1534,41.553054,0.7033745,activitats de civismes amb la conduccio,activitat de per nens i nenes de circulació amb  bicicleta  fen un circuit,48
49,"Ascó, Spain",1682,41.1827575,0.5671571,Caminada per una movilitat sostenible,"A peu, les persones d'Ascó es desplaçaran a l'embarcador de Vinebre per gaudir d'una jornada matinal saludable i sostenible. Es tracta d'un recorregut d'uns 5 km anar i 5 km tornar, on es combina tram urbà amb tram rural.",49
50,"Badalona, Spain",224301,41.4469883,2.2450325,Actividades varias encaminadas a la promoción del transporte sostenible,"dia 15/09/24: Pedalada popular, amb recorregut dinàmic entre el Parc de Montigalà i el passeig Marítim.",50
51,"Badalona, Spain",224301,41.4469883,2.2450325,Treballem la mobilitat sostenible a les biblioteques,"16/09/24: A totes les biblioteques de la ciutat, ""Treballem la mobilitat sostenible a través d'un conte i el Gran Joc de l'Oca de la Mobilitat Sostenible""",51
52,"Badalona, Spain",224301,41.4469883,2.2450325,Dia sense cotxes,"Múltiples activitats educatives, moltes adreçades a públic infantil, i informatives, amb la col·laboració de moltes entitats compromeses amb la mobilitat sostenible.",52
53,"Badalona, Spain",224301,41.4469883,2.2450325,Parc de Trànsit,Aprenem a circular i compartir espai públic de la mà del Servei Català de Trànsit,53
54,"Bagà, Spain",2299,42.25262,1.861711,activitats sobre rodes,durant la setmana es duran a terme activitats sobre rodes a l'escola tan a dins horari lectiu con a les sortides i entrades.,54
55,"Bagà, Spain",2299,42.25262,1.861711,caminada sostenible,caminada saludable sostenible pels voltants del municipi,55
56,"Baix Pallars, Spain",115,42.3234025,1.0643223,Caminada pels voltants de l'Estany de Montcortès,"Caminada pels voltants de l'Estany de Montcortès, aprofitant la recuperació del camí vell.",56
57,"Balaguer, Spain",16485,41.7900026,0.8064472,festa de la bicicleta 2024,sortida familiar per la promoción de la bici como medio de transporte sostenible,57
58,"Balsareny, Spain",3306,41.86345619999999,1.8745219,CYCLING,No description available,58
59,"Balsareny, Spain",3306,41.86345619999999,1.8745219,CYCLING,No description available,59
60,"Banyoles, Spain",20100,42.1164301,2.7637207,BICIBARRIS,"Dissabte 14
Ruta en bici pels barris de Banyoles apta per a totes les edats. Hi haurà animació i refrigeri.
10h Sortida Pl. Major",60
61,"Banyoles, Spain",20100,42.1164301,2.7637207,EL BUS A DEBAT,"Dimecres 18
Taula rodona sobre el transport públic al Pla de l’Estany 
18,30h Museu Darder",61
62,"Banyoles, Spain",20100,42.1164301,2.7637207,FEM BICIBÚS,"Divendres 20
Rutes de Bicibús fins a la Pl. Major. Hi haurà activitats i gelat per als participants.
16,30h Sortida des de les escoles de Banyoles i Porqueres.",62
63,"Banyoles, Spain",20100,42.1164301,2.7637207,FIRA DE MOBILITAT SOSTENIBLE I SOCIAL,"Dissabte 21
Presentació i demostracions de projectes que sumen benestar i mobilitat sostenible: 
-	Tàndems per a invidents
-	Bicis sense edat
-	Som Mobilitat
-	Tren Tram 
-	Itineraris viscuts
-	Bicis per a tothom
11h - 13h Museu Darder i Pl. Servites  

COM HAS VINGUT?
Estadística de mobilitat i càlcul d’emissions de CO2 a la Festa d’Inici de Temporada de T Tela Banyoles. 
16h a 19h Parc Manel Saderra (Pla de l’Ametller)",63
64,"Banyoles, Spain",20100,42.1164301,2.7637207,VOLTA A L’ESTANY EN BICI,"Diumenge 22 
Parades amb accions naturalistes, en el marc del 20è Dia de l’Estany.
09,30h Sortida Escola de Natura",64
65,"Banyoles, Spain",20100,42.1164301,2.7637207,INICI ACTIVITATS ALS CENTRES EDUCATIUS,"Dilluns 23
Circuit d’educació viària a 1r ESO a càrrec de la Policia Local.",65
66,"Barakaldo, Spain",101582,43.2970409,-2.9850739,Mercado de segunda mano de bicicletas y movilidad sostenible,"Barakaldoko Udalak, aurtengo ""Espazio Publiko Partekatua"" gaiarekin bat eginez, eta partekatutako espazio publikoa mugikortasun aktiboaren bultzatzaile gisa ulertuz mugikortasun aktiboa sustatzeko ekintza bat antolatuko du. Alde batetik, Barakaldoko Minutuko Mapa-ren aurkezpenaren bidez, hiriaren ibilerraztasuna azpimarratuko da, eta, bestetik, mikromugikortasuna bultzatuko da, bigarren eskuko bizikleten merkatu bat eginez. Merkatu horretan herritar guztiek parte hartu ahal izango dute, edo objektuak emanez edo eskuratuz, modalitate aldaketa posibilitate erreal bat izan dadin.
Ekintza irailaren 21ean ospatuko da Anaien Parkearen plazan 8:30-14:45 etara. ¡Txandakatu eta mugitu!""

El Ayuntamiento de Barakaldo sumandose al tema de este año de “Espacio Público Compartido” organizará una acción de promoción del espacio público compartido como impulsora de la movilidad activa en sus diferentes modalidades. Así por un lado mediante la presentación del Mapa minuto de Barakaldo se subrayará la caminabilidad de la ciudad, y por otro se potenciará la micromovilidad mediante la celebración de un Mercado de biciclets de segunda mano, en la que podrá participar toda la ciudadanía, o bien aportando objetos o adquiriendolos para hacer lealidad el cambio modal. 
La accion se llevará a cabo el día 21 de septiembre de 8:30-14:45 h en el Parque de los Hermanos ""¡Combina y muévete!""",66
67,"Barakaldo, Spain",101582,43.2970409,-2.9850739,Impulsando la movilidad activa: Metro Minuto de Barakaldo,"El Metrominuto de Barakaldo es un mapa sinóptico que mide distancias y tiempos caminando entre unos cuantos puntos de cada ciudad. Tiene los códigos visuales de los mapas de metro, como un guiño a uno de los modos de transporte significativos de las grandes urbes.

La iniciativa consiste en la creación de un mapa esquemático que representa las principales centralidades de cada ciudad (servicios, plazas, parques, centros de barrio…) y la distancia entre ellas, expresada en metros y en minutos.

Su finalidad es desdramatizar la cultura del caminar, poniendo en evidencia la proximidad entre lugares reconocibles de la ciudad. Al tratarse de distancias cortas y tiempos breves, nos predisponemos mejor a caminar hasta nuestro destino, eligiendo el medio pedestre para nuestros desplazamientos.

Con este proyecto se pretende además resaltar la importancia de ir construyendo ciudades compactas, densas y diversificadas, donde las necesidades de la vida cotidiana pueden resolverse en trayectos de diez o quince minutos a pie, lo que nos permite hacer realidad la famosa teoría de la “ciudad del cuarto de hora”, que sería la distancia a la que tenemos los principales destinos o paradas de transporte público que necesitamos para nuestra vida cotidiana.",67
68,"Barañáin, Spain",20000,42.8041023,-1.6846077,Charlas escolares,Clases de Educación Vial en colegios,68
69,"Barañáin, Spain",20000,42.8041023,-1.6846077,Campaña informativa,Campaña informativa y de control en carriles bici,69
70,"Barcelona, Spain",1636732,41.3873974,2.168568,XXI Cursa de Transports Urbana de Barcelona,"Curses entre diferents modes de mobilitat per veure no només el mode més ràpid sinó també el més sostenible o el més econòmic.
""Inici: Ciutat Meridiana
Final cursa Parc de la Ciutadella.""
 de 19 h a 20.30 h
Cal inscripció prèvia a https://transportpublic.org/",70
71,"Barcelona, Spain",1636732,41.3873974,2.168568,Mobilitat i transport per carretera: com es contempla al nou codi d’accessibilitat?,"Ponència a sobre com contempla el Nou Codi d’accessibilitat català, el Decret 209/2023 la mobilitat i el transport per carretera.
Online a traves de la plataforma Zoom amb subtitulació en directe.
 de 17.00 a 19.00h
Gratuïta i amb inscripció prèvia. Més informació: ngarberi@ecom.cat
 https://forms.office.com/e/mzWQNLX2Ht",71
72,"Barcelona, Spain",1636732,41.3873974,2.168568,Dret a la Mobilitat Sostenible i Accessible: eines per la denúncia efectiva.,"Taller per seguir avançant cap a la mobilitat sostenible i defensar el dret de tothom a poder fer servir el transport públic. 
Online a traves de la plataforma Zoom amb subtitulació en directe.
de 17.00 a 19.00h 
Gratuïta i amb inscripció prèvia. Més informació: ngarberi@ecom.cat
 https://forms.office.com/e/mzWQNLX2Ht",72
73,"Barcelona, Spain",1636732,41.3873974,2.168568,Caminada a l'Àrea Metropolitana 08/09/2024,"Caminada a l’Àrea Metrop., sortida de Barcelona i arribada a Badalona (10 quilòmetres) 
Lloc de sortida i d’arribada:  Parc Trinitat Vella (Metro Trinitat Vella - L 1). 
""Itinerari: Parc Trinitat Vella, pg. Santa Coloma, pont de Santa Coloma, pg. Llorenç Serra, pl. de la Vila (Santa Coloma), pg. Sant Sebastià, jardí de la Figuera, c. Verdi, c. Mendelsshon, c. List, rambla de Sant Joan, parc de Montigalà, c. Sant Jeroni de la Murtra, c. Campoamor, c. Ciència, c. Filosofia, av. Martí Pujol, c. Riera de Canyet, camí ca l’Amigó, camí del Monestir, (control de pas i avituallament), Sant Jeroni de la Murtra, coll de les Ermites, av. Ramon Berenguer IV, av. Pallaresa,  pg. Salzereda, pont de Santa Coloma, pg. Santa Coloma i parc de la Trinitat Vella.
de 9.00 a 13.00 h
""Està senyalitzada, té un equip escombra que tanca el circuit, i és gratuïta, només cal tenir el carnet del Barnatresc. Oberta a qualsevol tipus de participant.
Punt de control i d’avituallament: Rodalies del monestir de Sant Jeroni de la Murtra. 
Horari del control i avituallament: de 10 a 11 h.
Longitud aproximada: 12,7 km  aproximadament. 
Durada aproximada:  4.00 hores aproximadament
Desnivells acumulats: de pujada 355 m i de baixada 355 m.",73
74,"Barcelona, Spain",1636732,41.3873974,2.168568,"Entrega a domicili de la teva cistella de productes locals en bicicleta, amb descompte. Portes Obertes als Ruscs","""Es potenciarà l'entrega a domicili en bicicleta de les comandes, amb un descompte en el preu del servei.
A més es podran degustar productes i participar a les Portes Obertes als Ruscs o punts de recollida de comandes de Barcelona. ""
En funció de cada Rusc, a les tardes, de 18 a 19:30h.
Cal inscripció prèvia a El Rusc Que Diu Sí!  https://lacolmenaquedicesi.es/ca",74
75,"Barcelona, Spain",1636732,41.3873974,2.168568,Bicicletada,"Bicicletada amb sortida i arribada a la seu d'UGT de 10h a 13h
De rambla Raval 29 a plaça Universitat, plaça Espanya, Paral•lel fins plaça de les Drassanes i tornada a la seu
Muntarem una caseta d'avituallament a la sortida i a l'arribada. Farem un recorregut ja descrit de 7.25 km.",75
76,"Barcelona, Spain",1636732,41.3873974,2.168568,Cotxets day,"Passejada amb  infants a peu i cotxets i calcurarem quants cotxets es  poden ""aparcar"" en el lloc d´un cotxe.
Parc de la Ciutadella a 11:00 hrs",76
77,"Barcelona, Spain",1636732,41.3873974,2.168568,Circuit d'habilitat en bicicleta (7-12 anys) + Punt ITB (inspecció de la bicicleta),"Circuit infantil amb bicicleta a la Plaça del Comerç per a la promoció de la mobilitat sostenible on infants han de superar proves d'habilitat. Al costat hi haurà un  punt d'Inspecció Tècnica de Bicicletes (ITB) per revisar i diagnosticar, de forma gratuïta, les bicicletes.
Plaça Comercial (costat El Born Centre Cultural) de 15:00h a 19:45h (obertura públic de 16:00h a 19:00h)
 L'activitat oberta al públic infantil es faria entre les 16:00h i les 19:00h del dimecres 18 de setembre de 2024.",77
78,"Barcelona, Spain",1636732,41.3873974,2.168568,Roda pel canvi,"L'objectiu és conscienciar la comunitat sobre els beneficis de l'ús de la bicicleta, no només com a mitjà ecològic i eficient sinó també com a una forma de vida saludable i responsable.
a Enric Granados 21 de De 14 a 20 h",78
79,"Barcelona, Spain",1636732,41.3873974,2.168568,Portes Obertes al Rusc o comunitat de consum de Dreta de l’Eixample- Transforma Bcn,"""Obrim les portes per acollir els veïns del barri durant la recollida de cistelles de productes locals per part dels consumidors d'aquesta comunitat de consum. Hi hauran presents els productors: El Tros de l’Uri (pagès del Maresme), Mas Claperol (elaborador de formatges de La Garrotxa) i Anècdota (productor d’oli d’oliva v.e.) i s'oferirà un petit tast. 
A un nivell més global, El Rusc Que Diu Sí! potenciarà durant la Setmana de la Mobilitat l'entrega a domicili en bicicleta de totes les comandes dels diferents Ruscs de Barcelona, amb un descompte en el preu del servei.""
a Consell de Cent, 394 08009 Barcelona de de 15:00h a 21:00h, amb productors presents de 16:00h a 19:00h
""Rusc Dreta de l'Eixample - Transforma BCN

(enllaçat a https://lacolmenaquedicesi.es/ca-ES/assemblies/10508?utm_campaign=ua-es&utm_medium=partner&utm_source=ajuntament_barcelona_cat)""",79
80,"Barcelona, Spain",1636732,41.3873974,2.168568,Regalant Vida,"La campanya consisteix a lliurar braçalets reflectors a usuaris de vehicles de mobilitat personal i bicicletes perquè siguin més visibles, ajudant a reduir el risc i per tant regalant vida. El braçalet portarà un codi QR que porta directament a una web amb consells per a anar assegurances en patinet i bicicleta, de manera que “s’emporten posat” el missatge i poden consultar-lo fàcilment sempre que vulguin.
a Plaça Universitat de de 10 a 14h",80
81,"Barcelona, Spain",1636732,41.3873974,2.168568,Skate & Fun,"Farem una competició, on tothom qui s'animi està convidat,amb la intenció de fomentar la cultura de l'Skateboarding.
a Plaça Universitat de 18h a 22h
cal inscripció a  alcarrer@hotmail.es",81
82,"Barcelona, Spain",1636732,41.3873974,2.168568,Experiències cicloturistes d’arreu i per tothom,"Trobada per conèixer i descobrir el cicloturisme. Mitjançant la presentació de 3 viatges en bicicleta presentats en primera persona pels seus protagonistes ens aproparem a una pràctica accessible per tothom. Experiències que van des d’un cap de setmana a Catalunya, passant per pedalar Europa o d’altres racons del món. 
a Espai Línia, C.Girona, 52 de 18h a 20h 
Activitat gratuïta amb aforament limitat. Cal inscripció prèvia a https://bit.ly/turismeAMBbici",82
83,"Barcelona, Spain",1636732,41.3873974,2.168568,Caixa d’Eines per a petits i petites ciclistes,"Activitat on donarem eines als  infants i les seves famílies, explicant el moviment bicibús per anar amb bici a l'escola amb els infants.
a Biblioteca Francesc Candel. Amnisitia Internacional, 10 a partir de 17:30
Tenim un parc que dona a l'interior de la biblioteca i tenim pensat fer l'activitat al parc.",83
84,"Barcelona, Spain",1636732,41.3873974,2.168568,ITB (Inspecció Tècnica de Bicicletes),"Es farà una revisió de les bicicletes dels participants i se'ls informarà del seu estat, possibles reparacions, recomanacions i es faran petites reparacions a l’instant.
a Jardins de l'AMB (Carrer 62 núm 16) de De 9:00 a 14:00 h
Cal inscripció prèvia a  intranet AMB",84
85,"Barcelona, Spain",1636732,41.3873974,2.168568,Curs Bàsic 1,"""El curs Bàsic 1 està adreçat a persones que no saben anar en bicio o n'han perdut la pràctica. 
El curs els permetrà arribar a mantenir l’equilibri sobre la bicicleta, arrencar, pedalar i frenar amb seguretat.""
a Carrer 62 núm 12 de De 10:00 a 12:00 h
Cal inscripció prèvia a  intranet AMB",85
86,"Barcelona, Spain",1636732,41.3873974,2.168568,Curs de Circulació en bici,"Curs per apendre a moure-us per la ciutat amb bici.
Un instructor us ensenyarà com circular amb bici, normativa bàsica, etc.
a Carrer 62 núm 12 de De 10:00 a 12:00 h
Cal inscripció prèvia a  intranet AMB 
Grup reduït (màxim 8 peresones)",86
87,"Barcelona, Spain",1636732,41.3873974,2.168568,Tallers lúdics per a infants,"Activitats lúdiques per a infants per entendre i treballar l'ús de l'espai  públic.
a Carrer Monfart, s/n de de 17 a 18.30 h
Cal inscripció prèvia a admin@fontdelaguatlla.org",87
88,"Barcelona, Spain",1636732,41.3873974,2.168568,Portes Obertes al Rusc o comunitat de consum de Sants,"El Rusc de Sants obrirà les seves portes per acollir els veïns del barri durant la recollida de cistelles de productes locals per part dels consumidors d'aquesta comunitat de consum. Hi haurà present la productora d'[In]perfecto (formatges vegans) i s'oferirà un petit tast. 
a Sants 143 08028 Barcelona de De 18:00 a 19:30h
Cal inscripció prèvia a ""web d'El Rusc de Sants 

(enllaçat a: https://lacolmenaquedicesi.es/ca-ES/assemblies/12817?utm_campaign=ua-es&utm_medium=partner&utm_source=ajuntament_barcelona_cat""",88
89,"Barcelona, Spain",1636732,41.3873974,2.168568,Taller autoreparació de bicicletes,"Taller per aprendre a reparar la nostra bicicleta.  Espai per resoldre dubtes, reparar algunes parts o aprendre a fer-ne el manteniment. Un dels objectius d’aquesta iniciativa és promoure la mobilitat sostenible i recuperar l’espai públic per a la ciutadania.
al Pati biblioteca Francesc Boix (c/ Blai 34) de 11h a 14h",89
90,"Barcelona, Spain",1636732,41.3873974,2.168568,Bicifeina al DA - Testimonis ciclistes,"Accions de promoció internes per promoure els desplaçaments en bici a la feina al Districte Administratiu en el marc del programa Bicifeina. Entrevistes a usuaris i usuàries que es desplaçen a la feina amb bici.
a Carrer del Foc, 57 les 24 h
Cal inscripció a bicifeina@bacc.cat",90
